latitude,longitude,altitude,geometry,coordinates,@id,access,addr:street,amenity,bicycle,bus,capacity,charge,fee,hgv,motor_vehicle,opening_hours,operator,parking:fee,payment:nfc,socket:type2_combo,socket:type2_combo:output,addr:city,addr:housenumber,addr:postcode,payment:contactless,ref,website,name,operator:wikidata,payment:cards,atmotorway,socket:chademo,socket:chademo:output,brand,brand:wikidata,motorcar,panoramax,socket:type2,source,source:date,source:url,scooter,authentication:app,authentication:membership_card,ref:EU:EVSE,ref:ocm,addr:country,socket:type2:output,amperage,fixme,rwetempcharging_station:plug,source:delivery_date,voltage,authentication:nfc,capacity:charging,covered,level,truck,wheelchair,authentication:none,brand:website,fuel:electricity,internet_access,internet_access:fee,lit,maxheight,phone,payment:app,payment:membership_card,description,payment:credit_cards,maxstay,authentication:phone_call,url,operator:wikipedia,check_date,network,payment:cash,payment:qr_code,atmotorroad,self_service,note,output,socket:chademo:voltage,socket:type2_cable,socket:type2_cable:output,payment:debit_cards,source:website,charging_station:output,image,socket:ccs,socket:ccs:output,name:en,phone:NL,panoramax:0,panoramax:1,panoramax:2,branch,manufacturer,no:network,socket:type2_combo:voltage,short_name,socket:type2_combo:current,description:en,start_date,socket:type2:current,power,authentication:contactless,motorcycle,man_made,brand:wikipedia
51.9420702,4.6029475,,Point,,node/11945423978,yes,,charging_station,no,,2,,yes,,,24/7,,no,,1,300kW,,,,,31-3-9070-01,,,,yes,,1,,,,yes,a9e431d7-ba06-4fbf-b3a2-ecd51ce60164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,unlimited,,,,,Shell recharge,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.3360147,4.9478415,,Point,,node/11950758097,,,charging_station,,,2,,yes,,,,TotalEnergies,,,2,120,,,,,,,,Q154037,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,
52.0768348,4.3393974,,Point,,node/12045171893,yes,,charging_station,,,4,0.68€/kWh,yes,,,,tango,,,2,160kW,,,,yes,E0000461709;E0000461710,,,,,,2,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fee only for tango laadpas, otherwise 0.80€/kWh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.1783465,7.2166548,,Point,,node/12047918483,yes,,charging_station,no,,,,,,,24/7,,,,4,,,,,,,,,,,,1,,,,yes,f462f06b-48e2-4a0d-9179-82620993cea3; 2d0c805b-8b8d-4c79-8135-e93a53b77d21; 4a8f2b17-2c7b-4b5a-bf2b-1abeeda0f42a; d66513a5-67f3-4be6-abaa-3aaab6278f21; 5d0f5787-fadf-4ac1-a36b-7a90ed96033b; fb1b598e-92a4-4014-9592-2f7baf12dd76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.5585408,5.8799482,,Point,,node/12075764256,yes,,charging_station,,,2,,yes,,,Mo-Fr 09:00-21:00; Sa 09:00-18:00,Praxis,,,2,,,,,,,,,Q2741995,,,,,OG Clean Fuels,Q124704930,yes,,,,,,,,,,,,,,assuming that access to the parking ground is only possible at Praxis opering hours,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,
52.2090153,6.0977353,,Point,,node/12098732011,,Rijksweg A1 De Paal,charging_station,,,9,,yes,,,24/7,Fastned,,,,,Wilp,932,7384DZ,,,,Fastned De Paal,Q19935749,,yes,3,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,300 kW,,,,,,,,,,,,,,,,,,,
52.0610112,5.1799359,,Point,,node/12119996900,,,charging_station,,,,,,,,,Fastned,,,2,300 kW,,,,,31243,,,,,,1,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.9004333,4.3320108,,Point,,node/12163108616,,,charging_station,,,4,,,,,Mo-Fr 09:00-21:00; Sa 09:00-18:00; Su 10:00-17:00,Shell,,,4,150 kW,,,,,,,,Q110716465,,yes,,,Shell,Q110716465,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 kW,,,,,,,,,,,,,,,,,,,,,,nl:Shell (bedrijf)
53.0223885,6.5568326,,Point,,node/12177517473,,Verzorgingsplaats Peelerveld,charging_station,,,,,yes,,,24/7,Fastned,,,8,300 kW,Assen,2,9407ZZ,,,,Fastned Peelerveld,Q19935749,,yes,2,50 kW,Fastned,Q19935749,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,https://fastnedcharging.com/nl/,,,,,,,,,,,,,,nl:Fastned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.012532,4.3112106,,Point,,node/12425955337,,,charging_station,,,2,,yes,,,24/7,Allego,,,2,150 kW,,,,,,https://www.allego.eu/,Allego,Q75560554,,yes,,,Allego,Q75560554,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.9159082,5.8602084,,Point,,node/12538795331,,,charging_station,,,2,,yes,,,,Shell Recharge Solutions,,,4,150,,,,,,,Shell Recharge,Q105883058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.3899012,6.100242,,Point,,node/12543429247,,,charging_station,,,8,,,,,,Milence,,,8,400 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1058622,4.3598144,,Point,,node/12560606693,yes,,charging_station,,,2,,yes,,,,Allego,,,2,150 kW,,,,yes,NLALLEGO015144,,,Q75560554,,,,,,,yes,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0755467,4.315892,,Point,,node/12566108081,customers,,charging_station,,,6,,yes,,,24/7,Shell Recharge Solutions,,,6,300 kW,,,,yes,,https://find.shell.com/nl/fuel/13068860-shell-mobility-hub-q-park-den-haag,Shell Recharge,Q105883058,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0757288,4.3157172,,Point,,node/12572367992,customers,,charging_station,,,32,,,,,24/7,Q-Park,,,32,11 kW,,,,,,,Q-Park,Q1127798,,,,,Q-Park,,,,,,,,,,,,,,,,,,,,,,yes,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0756669,4.3157788,,Point,,node/12572367993,customers,,charging_station,,,16,,,,,24/7,Q-Park,,,16,11 kW,,,,,,,Q-Park,Q1127798,,,,,Q-Park,,,,,,,,,,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.4326178,5.4221136,,Point,,node/12607041420,yes,RW A6 de Lepelaar,charging_station,,,4,,yes,,,,Shell Recharge Solutions,,,4,175 kW,Lelystad,,8218PX,,,,Shell Recharge,Q105883058,,yes,,,Shell Recharge,Q105883058,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.9744588,5.9587927,,Point,,node/12618057514,yes,,charging_station,,,2,,yes,,,,TotalEnergies,,,2,175 kW,,,,,,,TotalEnergies,Q154037,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.9333394,5.87782,,Point,,node/12620278932,yes,,charging_station,,,,,yes,,,,Shell Recharge Solutions,,,4,300 kW,,,,,,,Shell Recharge Hogewei,Q105883058,,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.1485982,4.6487067,,Point,,node/12679685129,yes,,charging_station,,,2,,yes,,,,Avia Volt,,,2,90 kW,,,,,EVB-DC1123800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.9497081,4.230438,,Point,,node/12695251522,,,charging_station,,,2,,yes,,,,EVBox,,,2,180 kW,,,,,EVB-DC1419100001,,,Q28406392,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.9496366,4.2304128,,Point,,node/12695251523,,,charging_station,,,2,,yes,,,,EVBox,,,2,180 kW,,,,,,,,Q28406392,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0115134,4.3801419,,Point,,node/12744767548,,,charging_station,,,2,,yes,,,,Ionity,,,2,200 kW,,,,,NL*IOY*E477471;NL*IOY*E477472,,Ionity Delft,Q42717773,,,,,Ionity,Q42717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0115633,4.3802278,,Point,,node/12750132676,,,charging_station,,,1,,yes,,,,Ionity,,,1,350 kW,,,,,NL*IOY*E477402,,Ionity Delft,Q427177732,,,,,Ionity,Q42717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0115478,4.3802445,,Point,,node/12750132677,,,charging_station,,,1,,yes,,,,Ionity,,,1,350 kW,,,,,NL*IOY*E477403,,Ionity Delft,Q42717773,,,,,Ionity,Q42717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0116049,4.3803238,,Point,,node/12750132678,,,charging_station,,,1,,yes,,,,Ionity,,,1,350 kW,,,,,NL*IOY*E477401,,Ionity Delft,Q42717773,,,,,Ionity,Q42717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0115868,4.38034,,Point,,node/12750132679,,,charging_station,,,1,,yes,,,,Ionity,,,1,350 kW,,,,,NL*IOY*E477404,,Ionity Delft,Q42717773,,,,,Ionity,Q42717773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
